   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.62858,  -2.35554,   2.90266
   3.40458,  -0.45127,  -0.12866
   3.16958,   0.48076,   0.80768
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.55958,  -2.30726,   2.86438
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   2.59258,  -0.94498,   0.80882
   3.45958,  -2.23729,   2.80890
   3.45958,  -2.23729,   2.80890
   0.30958,  -0.03325,   1.06142
   2.60858,  -0.92223,   0.80702
   3.76258,  -1.44479,   0.67921
   3.76158,  -1.44438,   0.67932
   3.76158,  -1.44434,   0.68003
   2.63458,  -0.95432,   0.80448
   2.56158,  -0.85456,   0.83347
   3.41758,  -2.20790,   2.78560
   3.77358,  -1.44866,   0.66719
   3.77258,  -1.44825,   0.66730
   3.54858,  -2.29956,   2.85828
   3.54558,  -2.29746,   2.85661
   3.63058,  -2.35694,   2.90377
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.56458,  -2.31076,   2.86715
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.60158,  -2.33665,   2.88768
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.48558,  -2.25548,   2.82333
   3.77858,  -1.45091,   0.66593
   3.77858,  -1.45091,   0.66593
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.46958,  -2.24429,   2.81445
   3.49658,  -2.26318,   2.82943
   0.30958,  -0.03325,   1.06142
   3.47758,  -2.24988,   2.81889
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.48358,  -2.25408,   2.82222
  11.67758,  -7.98738,   7.36789
   0.52958,  -0.18718,   1.18347
   3.76958,  -1.46926,   0.58056
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.34658,  -2.15822,   2.74622
   3.34658,  -2.15822,   2.74622
   3.77258,  -1.48144,   0.56911
   3.47658,  -2.24918,   2.81833
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.60658,  -2.34014,   2.89045
   0.30958,  -0.03325,   1.06142
   3.54458,  -2.29676,   2.85606
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.51458,  -2.27577,   2.83942
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.61258,  -2.34434,   2.89378
   3.61258,  -2.34434,   2.89378
   3.78458,  -1.39910,   0.52394
   3.52758,  -2.28487,   2.84663
   0.30958,  -0.03325,   1.06142
   3.49758,  -2.26388,   2.82998
   3.77158,  -1.37283,   0.51526
   3.77358,  -1.37262,   0.51474
   3.77358,  -1.37262,   0.51474
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.39658,  -2.19321,   2.77395
   3.42758,  -2.21490,   2.79115
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.39958,  -2.19531,   2.77562
   3.39958,  -2.19531,   2.77562
   3.78058,  -1.38663,   0.50265
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.77958,  -1.36451,   0.51337
   3.77458,  -1.36259,   0.51416
   0.30958,  -0.03325,   1.06142
   3.78158,  -1.36500,   0.50191
   0.30958,  -0.03325,   1.06142
   3.77558,  -1.36274,   0.49224
   3.49758,  -2.26388,   2.82998
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.48558,  -2.25548,   2.82333
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   3.77658,  -1.36350,   0.48098
   3.50458,  -2.26877,   2.83387
   3.77658,  -1.36372,   0.43790
   3.77658,  -1.36372,   0.43790
   3.78758,  -1.37880,   0.48989
   0.30958,  -0.03325,   1.06142
   3.43658,  -2.22120,   2.79614
   3.49158,  -2.25968,   2.82666
   3.44258,  -2.22539,   2.79947
   3.78558,  -1.38845,   0.42544
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
   0.30958,  -0.03325,   1.06142
